customer_id,age,gender,region,tenure_days,total_orders,total_spent,avg_order_value,days_since_last_order,total_sessions,avg_session_duration,pages_per_session,cart_abandonment_rate,support_tickets,preferred_category,seasonal_activity,marketing_channel,will_churn,predicted_spending_3months
244,45,Other,Central,65,8,619.41,77.43,27,23,3.69,7.24,0.625,0,Clothing,0.637,Social,0,245.1
245,20,F,North,91,9,750.8,83.42,4,23,7.57,1.77,0.535,1,Clothing,0.09,Paid_Search,1,35.96
246,30,M,South,68,7,801.3,114.47,115,20,7.68,2.05,0.563,2,Home,0.72,Direct,0,83.16
247,29,M,South,113,7,498.76,71.25,18,22,7.53,10.6,0.771,4,Sports,0.499,Social,1,99.82
248,27,F,South,60,10,919.8,91.98,51,27,6.97,3.82,0.919,2,Home,0.734,Organic,0,216.28
249,56,M,North,586,6,279.73,46.62,43,24,2.6,2.3,0.424,1,Clothing,0.19,Organic,0,130.67
250,39,F,West,67,6,403.37,67.23,37,24,5.0,5.08,0.323,1,Electronics,0.453,Paid_Search,0,0.0
251,19,Other,North,18,8,831.22,103.9,52,29,13.24,6.29,0.52,5,Home,0.276,Social,0,0.0
252,46,M,East,134,11,627.5,57.05,3,31,12.64,3.85,0.862,0,Clothing,0.398,Organic,0,121.34
253,60,F,North,10,8,574.39,71.8,34,17,10.81,2.3,0.81,2,Electronics,0.5,Social,0,227.2
254,47,F,North,21,11,392.09,35.64,9,28,10.46,4.31,0.488,1,Home,0.945,Social,0,50.06
255,18,F,Central,44,8,1001.15,125.14,46,23,12.12,5.32,0.933,1,Books,0.401,Paid_Search,0,735.37
256,29,F,North,112,10,1065.76,106.58,94,26,4.02,3.04,0.675,2,Electronics,0.667,Social,0,278.0
257,50,F,West,102,6,478.21,79.7,69,24,8.63,10.18,0.301,5,Clothing,0.198,Direct,0,135.61
258,26,Other,East,289,8,701.5,87.69,3,27,4.02,4.18,0.294,0,Electronics,0.881,Organic,0,418.68
259,40,F,North,242,7,594.28,84.9,13,22,4.09,6.05,0.43,3,Electronics,0.459,Email,0,81.8
260,44,M,Central,100,7,767.25,109.61,13,24,9.97,6.18,0.626,1,Clothing,0.405,Organic,0,96.65
261,23,F,South,73,3,186.09,62.03,3,19,12.29,1.0,0.588,0,Books,0.623,Organic,1,153.59
262,34,F,West,68,11,1026.37,93.31,3,25,7.72,5.1,0.494,1,Electronics,0.458,Direct,0,356.27
263,18,M,North,267,7,713.55,101.94,14,26,15.1,5.46,0.239,2,Clothing,0.498,Social,0,241.83
264,22,F,West,9,6,632.3,105.38,145,16,9.35,2.27,0.659,2,Electronics,0.732,Social,0,124.43
265,31,F,North,2,11,203.67,18.52,25,13,5.39,1.98,0.946,2,Sports,0.151,Paid_Search,0,34.76
266,20,M,East,285,2,120.04,60.02,29,23,4.15,1.0,0.737,2,Books,0.214,Organic,0,66.09
267,54,F,West,116,7,346.65,49.52,19,23,12.57,8.23,0.778,0,Sports,0.205,Paid_Search,0,176.65
268,18,F,Central,25,9,708.66,78.74,32,16,9.01,1.69,0.78,2,Electronics,0.721,Social,0,127.81
269,29,F,Central,48,8,196.79,24.6,94,25,11.2,1.0,0.628,0,Books,0.856,Social,0,26.94
270,36,M,West,485,12,286.31,23.86,26,32,0.5,2.62,0.878,0,Clothing,0.376,Organic,0,83.56
271,52,M,West,353,6,775.51,129.25,2,15,9.48,1.45,0.818,1,Sports,0.917,Paid_Search,0,220.22
272,18,M,North,222,13,1175.75,90.44,20,20,6.45,1.0,0.716,0,Books,0.856,Social,0,738.1
273,48,F,South,118,11,858.28,78.03,147,27,2.92,13.57,0.828,4,Books,0.811,Direct,0,103.46
274,35,M,South,132,12,1009.1,84.09,14,31,8.25,1.37,0.338,2,Electronics,0.895,Paid_Search,0,0.0
275,23,F,South,665,4,314.63,78.66,27,16,12.87,1.79,0.507,1,Sports,0.531,Social,0,744.57
276,40,M,South,607,14,1399.07,99.93,3,28,17.56,3.7,0.728,0,Clothing,0.698,Email,0,499.75
277,37,M,East,43,4,236.76,59.19,4,12,9.47,1.0,0.396,0,Home,0.363,Paid_Search,0,55.48
278,27,F,North,299,12,955.98,79.67,62,29,5.66,3.15,0.379,3,Electronics,0.331,Paid_Search,0,139.74
279,35,F,West,39,5,403.43,80.69,10,26,5.42,5.22,0.461,0,Books,0.337,Social,0,89.32
280,30,M,North,43,6,292.97,48.83,10,25,12.35,4.0,0.683,2,Sports,0.766,Email,0,0.0
281,36,M,South,202,12,1283.09,106.92,14,29,4.51,4.64,0.574,0,Home,0.301,Social,0,0.0
282,42,M,East,93,9,574.72,63.86,101,26,10.99,3.06,0.886,2,Books,0.144,Organic,0,110.55
283,54,F,West,482,10,1004.36,100.44,2,24,9.67,2.33,0.379,1,Sports,0.422,Paid_Search,0,0.0
284,20,F,West,16,9,700.86,77.87,51,29,9.23,4.7,0.404,0,Sports,0.283,Paid_Search,0,143.85
285,60,M,East,128,8,926.72,115.84,12,19,2.23,4.47,0.504,3,Home,0.598,Paid_Search,0,366.61
286,18,M,North,451,11,538.62,48.97,56,28,7.07,1.31,0.296,1,Books,0.654,Paid_Search,0,0.0
287,33,M,East,422,7,335.17,47.88,143,14,2.67,3.66,0.618,0,Home,0.608,Paid_Search,1,67.84
288,42,F,North,30,10,523.58,52.36,12,29,6.15,3.22,0.323,4,Clothing,0.207,Social,0,216.83
289,38,Other,South,82,7,548.33,78.33,4,20,12.17,5.32,0.64,2,Electronics,0.188,Paid_Search,0,409.49
290,27,M,South,173,16,1816.59,113.54,4,26,13.42,4.29,0.412,1,Electronics,0.727,Paid_Search,0,202.31
291,32,F,North,31,7,803.79,114.83,42,19,9.36,7.68,0.605,1,Clothing,0.149,Email,0,99.62
292,29,M,South,619,12,207.01,17.25,4,26,6.22,6.35,0.8,0,Books,0.179,Email,0,20.13
293,27,M,Central,443,5,406.21,81.24,9,13,14.85,6.88,0.705,0,Home,0.791,Paid_Search,1,58.23
294,45,F,Central,32,7,0.0,0.0,6,24,6.17,5.42,0.902,1,Electronics,0.561,Direct,0,0.0
295,39,F,South,23,11,1043.63,94.88,13,25,3.96,6.67,0.42,0,Clothing,0.356,Organic,0,303.07
296,26,F,North,16,8,823.63,102.95,2,24,11.29,2.5,0.583,0,Sports,0.693,Paid_Search,0,131.63
297,45,F,North,432,11,813.93,73.99,58,30,10.33,6.18,0.592,0,Electronics,0.522,Organic,0,0.0
298,38,M,South,38,6,462.6,77.1,59,23,6.33,3.23,0.631,2,Electronics,0.092,Email,0,132.1
299,44,F,Central,96,9,691.57,76.84,15,20,8.9,1.0,0.438,0,Clothing,0.617,Email,0,144.76
300,42,M,North,107,7,387.72,55.39,28,22,10.27,6.12,0.405,4,Home,0.579,Social,0,42.03
301,25,F,West,164,5,428.96,85.79,30,21,9.31,4.02,0.841,2,Electronics,0.417,Organic,0,238.43
302,28,M,North,13,8,553.72,69.21,41,23,10.34,8.59,0.601,2,Home,0.827,Social,0,121.0
303,43,F,Central,46,4,393.03,98.26,22,11,6.48,3.63,0.224,0,Clothing,0.106,Paid_Search,1,104.01
304,42,M,South,482,4,288.64,72.16,21,17,10.6,1.74,0.54,1,Sports,0.76,Email,0,103.67
305,34,M,West,430,4,213.9,53.47,29,11,8.57,2.14,0.859,0,Electronics,0.281,Organic,0,0.0
306,36,F,South,273,12,439.24,36.6,36,29,6.61,2.83,0.929,1,Home,0.156,Organic,0,149.05
307,50,M,East,3,6,170.39,28.4,12,18,7.52,4.11,0.705,3,Home,0.676,Direct,0,31.09
308,27,F,North,71,9,970.31,107.81,12,23,8.11,6.73,0.319,0,Books,0.214,Paid_Search,0,151.11
309,41,M,North,177,8,508.44,63.56,9,27,2.72,4.04,0.841,2,Home,0.204,Paid_Search,0,137.32
310,32,M,Central,57,4,333.86,83.46,23,18,5.95,1.29,0.532,2,Home,0.742,Paid_Search,0,261.79
311,32,M,Central,432,10,1195.81,119.58,13,25,8.76,4.14,0.164,1,Clothing,0.308,Email,1,375.84
312,48,M,West,180,13,792.09,60.93,23,24,3.1,7.47,0.659,2,Home,0.446,Paid_Search,0,78.58
313,44,F,East,13,7,415.19,59.31,15,23,6.02,3.69,0.859,3,Books,0.141,Paid_Search,0,63.11
314,44,M,West,431,6,430.18,71.7,54,14,18.04,4.62,0.776,4,Sports,0.742,Organic,0,120.03
315,50,F,North,569,11,833.09,75.74,2,22,3.98,3.15,0.395,1,Books,0.416,Paid_Search,0,84.97
316,35,F,South,14,6,733.13,122.19,25,18,6.96,3.13,0.595,1,Sports,0.692,Direct,0,295.2
317,43,M,South,136,8,913.16,114.15,25,24,5.17,6.91,0.17,2,Electronics,0.503,Direct,0,283.91
318,31,F,East,65,6,543.13,90.52,14,32,8.03,5.77,0.783,2,Sports,0.519,Direct,0,78.41
319,38,F,South,89,13,1446.06,111.24,16,30,5.24,14.27,0.483,0,Sports,0.485,Paid_Search,0,0.0
320,33,F,North,35,7,493.81,70.54,48,19,7.53,2.33,0.304,0,Books,0.345,Email,0,0.0
321,36,M,East,155,5,412.4,82.48,9,24,5.63,1.94,0.22,1,Clothing,0.286,Social,0,135.18
322,42,M,West,570,8,539.7,67.46,61,19,12.72,1.0,0.317,0,Clothing,0.573,Paid_Search,0,223.57
323,25,F,South,125,5,213.7,42.74,68,16,8.83,2.81,0.784,2,Sports,0.709,Email,0,27.8
324,60,F,North,15,12,1261.16,105.1,31,26,4.49,3.26,0.297,3,Books,0.535,Email,0,191.13
325,22,F,North,174,11,971.22,88.29,44,26,11.86,1.87,0.532,1,Clothing,0.356,Organic,0,196.54
326,20,M,South,74,11,829.97,75.45,28,25,4.67,4.7,0.608,1,Clothing,0.498,Direct,0,141.36
327,48,F,South,348,8,599.51,74.94,22,22,2.24,5.85,0.697,0,Books,0.617,Email,0,0.0
328,44,F,East,102,5,186.72,37.34,102,29,8.49,4.55,0.799,2,Sports,0.567,Social,0,56.13
329,42,F,East,38,9,455.07,50.56,9,21,16.13,1.43,0.229,1,Electronics,0.348,Email,0,0.0
330,42,M,West,38,12,1000.85,83.4,5,25,1.19,1.99,0.512,1,Books,0.529,Paid_Search,0,249.61
331,34,F,South,263,14,864.81,61.77,10,21,3.18,3.57,0.853,1,Books,0.793,Email,0,134.93
332,24,M,West,55,4,278.23,69.56,28,13,11.51,7.22,0.31,1,Books,0.552,Social,0,73.22
333,35,M,South,262,6,434.3,72.38,6,23,5.93,3.03,0.605,0,Sports,0.897,Paid_Search,0,94.52
334,26,F,East,41,11,637.32,57.94,71,31,10.95,1.0,0.575,4,Sports,0.731,Organic,0,117.76
335,46,M,West,69,9,457.22,50.8,15,21,5.15,2.79,0.586,1,Books,0.767,Email,0,29.89
336,33,M,North,112,10,346.91,34.69,56,26,9.07,3.41,0.231,3,Clothing,0.631,Email,0,129.79
337,25,M,North,516,5,356.69,71.34,8,22,15.48,9.19,0.672,0,Electronics,0.616,Direct,1,363.84
338,31,F,West,483,4,361.86,90.47,11,21,3.72,1.0,0.555,1,Home,0.577,Organic,0,465.15
339,39,F,South,41,5,169.55,33.91,1,20,12.6,5.88,0.581,0,Books,0.531,Organic,1,24.13
340,28,M,West,79,8,595.19,74.4,8,21,11.22,1.0,0.541,1,Books,0.828,Social,0,65.89
341,25,F,North,29,12,984.34,82.03,20,25,2.54,2.39,0.775,2,Sports,0.649,Email,0,110.67
342,37,F,West,128,6,301.56,50.26,87,20,10.74,4.44,0.808,0,Sports,0.711,Email,0,44.35
343,37,M,South,111,16,1768.86,110.55,14,30,8.79,6.41,0.448,1,Home,0.201,Paid_Search,0,249.73
344,28,F,North,415,5,326.79,65.36,30,24,8.86,2.01,0.69,0,Sports,0.599,Social,0,83.25
345,29,F,East,478,7,507.28,72.47,16,19,9.85,2.45,0.539,1,Sports,0.364,Organic,1,0.0
346,37,F,South,87,10,709.68,70.97,1,32,7.1,3.0,0.79,2,Clothing,0.778,Social,0,329.11
347,18,M,South,121,7,215.11,30.73,21,28,8.78,1.91,0.816,1,Electronics,0.532,Organic,0,154.28
348,18,F,North,407,10,1002.19,100.22,2,31,9.47,8.6,0.496,2,Clothing,0.499,Organic,0,367.98
349,26,F,North,295,6,306.67,51.11,64,13,11.48,4.0,0.8,3,Books,0.6,Email,0,90.79
350,32,M,South,1,8,552.7,69.09,41,20,2.39,5.54,0.405,0,Clothing,0.616,Paid_Search,0,73.87
351,38,M,North,69,10,899.42,89.94,14,25,13.66,3.03,0.739,0,Home,0.36,Organic,0,135.23
352,52,M,Central,98,5,557.61,111.52,30,21,3.88,3.01,0.681,1,Clothing,0.512,Paid_Search,0,190.35
353,45,M,North,46,6,288.01,48.0,3,15,11.55,6.81,0.887,3,Sports,0.34,Organic,0,95.65
354,33,F,East,40,10,638.38,63.84,36,32,8.82,3.39,0.94,1,Home,0.84,Paid_Search,1,50.12
355,34,M,North,6,3,328.68,109.56,51,22,3.38,4.95,0.573,1,Home,0.282,Organic,0,402.17
356,22,M,South,185,1,86.59,86.59,51,17,10.61,2.59,0.646,1,Books,0.319,Organic,1,139.43
357,34,F,Central,54,5,458.9,91.78,10,20,4.72,2.05,0.846,2,Books,0.657,Organic,1,168.51
358,31,M,North,9,14,682.1,48.72,9,31,12.78,3.89,0.564,1,Sports,0.49,Paid_Search,0,0.0
359,38,Other,Central,47,8,524.16,65.52,22,22,5.66,1.74,0.69,0,Electronics,0.458,Organic,0,119.7
360,25,M,South,291,7,495.63,70.8,103,24,2.52,1.0,0.796,5,Home,0.859,Paid_Search,0,0.0
361,41,M,West,343,7,374.87,53.55,75,18,14.64,2.61,0.743,1,Sports,0.908,Paid_Search,0,103.05
362,53,M,East,118,11,364.49,33.14,13,20,9.23,9.94,0.934,0,Books,0.309,Email,0,76.2
363,33,M,West,96,8,497.9,62.24,45,24,11.97,4.83,0.251,2,Books,0.126,Email,0,284.72
364,39,M,East,685,2,217.71,108.86,76,19,5.09,2.29,0.359,1,Electronics,0.444,Email,0,0.0
365,43,F,East,40,14,1070.71,76.48,9,25,0.93,4.98,0.739,1,Home,0.678,Paid_Search,0,554.85
366,30,F,North,43,9,984.22,109.36,53,30,15.2,7.48,0.648,0,Home,0.629,Organic,0,182.36
367,37,M,North,62,5,397.38,79.48,9,16,8.47,1.89,0.505,2,Sports,0.084,Paid_Search,0,166.69
368,35,F,Central,34,11,614.71,55.88,12,27,10.47,4.97,0.839,2,Electronics,0.611,Social,0,301.53
369,36,F,South,85,7,748.58,106.94,6,25,11.13,2.55,0.671,4,Clothing,0.924,Paid_Search,0,118.49
370,25,F,South,435,6,481.85,80.31,21,19,7.16,8.05,0.889,0,Sports,0.234,Social,0,100.27
371,35,M,West,171,9,891.41,99.05,55,24,9.4,2.26,0.51,3,Home,0.995,Social,0,88.51
372,40,M,South,95,9,434.63,48.29,22,18,14.88,2.49,0.394,3,Sports,0.46,Direct,0,96.76
373,52,M,Central,490,7,706.78,100.97,3,17,8.37,4.6,0.833,0,Sports,0.459,Direct,0,319.77
374,46,F,West,8,5,508.61,101.72,8,24,12.27,1.68,0.448,3,Sports,0.414,Email,0,117.09
375,60,F,East,42,6,493.47,82.24,24,22,0.54,1.59,0.41,1,Sports,0.691,Organic,0,102.59
376,25,M,West,150,7,383.79,54.83,26,23,13.0,7.83,0.23,4,Home,0.856,Direct,0,98.03
377,45,M,North,172,13,960.05,73.85,25,39,2.41,6.82,0.658,3,Electronics,0.846,Social,0,166.97
378,37,F,South,7,7,631.98,90.28,2,18,12.54,5.67,0.736,2,Electronics,0.34,Social,0,271.15
379,61,F,East,92,8,646.91,80.86,42,25,10.06,2.01,0.492,1,Books,0.155,Organic,1,34.42
380,25,Other,South,188,2,180.05,90.03,72,11,8.12,3.48,0.5,1,Books,0.191,Paid_Search,0,42.05
381,24,F,West,215,8,802.45,100.31,21,19,8.1,3.82,0.5,3,Clothing,0.42,Social,0,307.36
382,27,M,Central,182,4,235.16,58.79,38,22,7.49,9.54,0.94,0,Electronics,0.163,Organic,0,0.0
383,18,F,South,69,10,461.23,46.12,73,29,5.22,3.28,0.544,1,Sports,0.627,Organic,0,33.91
384,28,F,South,17,11,814.68,74.06,30,23,7.68,1.86,0.725,3,Books,0.653,Paid_Search,0,133.34
385,25,M,Central,100,7,467.29,66.76,33,23,17.33,5.33,0.784,4,Sports,0.751,Paid_Search,0,140.91
386,36,F,South,24,11,1041.11,94.65,38,22,13.71,3.88,0.667,0,Clothing,0.952,Organic,0,166.26
387,39,F,East,530,10,481.38,48.14,9,22,5.02,5.82,0.67,2,Electronics,0.525,Paid_Search,1,29.5
388,57,M,South,116,11,1105.61,100.51,26,32,9.57,8.49,0.571,1,Home,0.902,Organic,1,364.91
389,46,F,Central,68,12,1306.08,108.84,55,29,8.88,8.84,0.61,2,Clothing,0.497,Paid_Search,0,188.76
390,28,F,East,261,7,525.05,75.01,10,21,7.93,2.21,0.581,2,Home,0.834,Organic,0,262.06
391,24,F,West,124,7,535.63,76.52,68,20,4.49,2.61,0.643,2,Electronics,0.652,Direct,0,68.33
392,40,M,West,66,8,446.49,55.81,29,18,10.28,1.0,0.221,1,Home,0.467,Organic,0,97.54
393,19,M,South,300,10,614.33,61.43,16,25,11.88,1.84,0.825,0,Electronics,0.566,Social,0,67.1
394,56,F,South,363,11,712.71,64.79,29,29,5.16,3.22,0.752,1,Sports,0.441,Organic,0,0.0
395,49,M,West,201,10,1110.74,111.07,15,30,16.32,7.94,0.562,1,Clothing,0.799,Paid_Search,0,414.93
396,29,F,South,8,9,658.83,73.2,54,22,14.59,3.13,0.818,2,Sports,0.61,Organic,1,45.32
397,18,F,West,150,3,125.84,41.95,19,19,10.69,6.42,0.385,2,Electronics,0.414,Direct,0,163.63
398,51,M,Central,259,7,569.69,81.38,69,27,3.57,2.1,0.879,1,Electronics,0.21,Organic,0,42.53
399,33,F,East,26,3,286.97,95.66,21,18,10.11,1.34,0.352,0,Sports,0.111,Paid_Search,0,296.25
400,49,F,West,46,10,743.65,74.36,32,25,9.63,3.41,0.531,1,Sports,0.137,Social,0,0.0
401,18,M,West,385,7,782.11,111.73,182,28,10.55,4.22,0.863,1,Sports,0.396,Email,0,276.55
402,27,F,West,3,6,566.63,94.44,4,18,14.86,1.87,0.129,1,Clothing,0.085,Social,0,118.81
403,35,F,South,251,11,536.49,48.77,40,28,7.8,1.16,0.857,1,Clothing,0.344,Organic,0,139.98
404,35,F,North,115,7,428.5,61.21,4,15,16.69,2.3,0.205,3,Electronics,0.579,Social,0,179.87
405,29,F,South,106,12,967.87,80.66,54,30,10.13,5.29,0.777,3,Books,0.486,Direct,0,182.25
406,42,F,West,1,4,133.38,33.35,27,19,7.34,3.4,0.546,3,Sports,0.266,Email,0,0.0
407,22,F,East,308,8,667.27,83.41,83,26,18.1,1.55,0.427,4,Home,0.42,Paid_Search,1,13.77
408,33,F,West,80,8,247.68,30.96,60,17,11.82,1.75,0.758,1,Home,0.818,Paid_Search,0,146.9
409,36,F,South,140,4,402.34,100.59,2,22,6.68,5.72,0.817,0,Home,0.302,Organic,0,424.62
410,41,F,East,203,11,1074.5,97.68,4,24,8.84,2.95,0.556,2,Sports,0.939,Social,0,191.43
411,43,M,North,218,7,613.34,87.62,27,30,11.04,1.0,0.838,2,Books,0.33,Organic,0,358.45
412,21,F,West,562,8,464.82,58.1,21,16,7.9,7.35,0.449,1,Books,0.351,Organic,0,127.23
413,18,M,East,136,11,871.81,79.26,5,23,9.04,1.0,0.385,0,Clothing,0.45,Paid_Search,0,316.54
414,50,M,South,91,3,186.5,62.17,4,18,5.23,6.66,0.366,0,Books,0.434,Organic,0,62.85
415,38,M,South,553,10,492.3,49.23,24,20,1.76,2.15,0.701,2,Home,0.752,Organic,0,256.69
416,26,Other,West,184,11,731.85,66.53,1,27,8.93,1.47,0.685,2,Home,0.444,Organic,0,147.1
417,53,F,East,63,3,277.37,92.46,62,25,9.06,3.77,0.616,2,Sports,0.851,Direct,1,25.1
418,36,F,South,24,10,760.95,76.1,49,22,10.61,2.81,0.866,2,Clothing,0.795,Email,0,0.0
419,49,F,Central,332,9,1001.41,111.27,46,24,6.2,2.27,0.653,1,Electronics,0.744,Paid_Search,0,206.89
420,35,F,West,80,8,753.16,94.14,0,25,3.14,3.92,0.836,0,Clothing,0.824,Organic,0,173.72
421,59,F,Central,194,9,823.21,91.47,1,26,4.64,1.09,0.184,1,Electronics,0.369,Paid_Search,0,85.59
422,56,F,South,114,7,243.44,34.78,23,24,12.72,3.61,0.465,4,Clothing,0.407,Social,0,40.72
423,32,M,East,39,6,407.23,67.87,155,23,5.83,3.8,0.223,2,Books,0.584,Organic,0,45.51
424,46,M,West,165,10,483.91,48.39,12,29,6.73,2.14,0.397,1,Clothing,0.601,Direct,0,0.0
425,42,F,East,11,12,845.1,70.42,12,31,7.25,1.0,0.721,4,Sports,0.518,Social,0,198.52
426,51,F,West,95,8,461.34,57.67,4,23,6.02,2.91,0.71,0,Electronics,0.696,Direct,0,0.0
427,23,M,South,142,9,590.04,65.56,33,20,5.73,2.85,0.54,1,Books,0.763,Paid_Search,0,183.76
428,43,M,South,103,11,1116.82,101.53,31,27,5.02,2.62,0.162,3,Books,0.269,Social,1,222.26
429,47,F,North,248,9,781.93,86.88,3,25,14.1,1.0,0.362,2,Clothing,0.601,Paid_Search,0,102.7
430,18,M,South,316,6,601.07,100.18,18,20,11.22,3.64,0.336,1,Books,0.347,Organic,1,116.38
431,20,F,North,265,8,279.86,34.98,32,34,13.49,6.16,0.684,1,Home,0.253,Email,0,38.53
432,18,Other,North,7,6,458.7,76.45,20,22,14.3,2.72,0.763,0,Home,0.554,Paid_Search,0,203.55
433,31,M,Central,38,9,892.51,99.17,33,24,0.5,1.1,0.503,3,Home,0.647,Paid_Search,0,137.83
434,43,M,South,138,7,788.6,112.66,50,24,9.87,4.55,0.664,1,Clothing,0.19,Paid_Search,0,65.71
435,53,F,West,491,7,254.08,36.3,34,26,6.16,8.61,0.269,0,Electronics,0.73,Paid_Search,0,0.0
436,35,F,West,324,6,397.28,66.21,28,25,12.97,1.54,0.276,3,Clothing,0.255,Social,0,283.27
437,54,F,East,332,9,907.7,100.86,57,26,5.53,1.59,0.712,0,Sports,0.58,Social,0,230.08
438,18,F,North,65,13,912.51,70.19,69,29,4.28,7.49,0.876,1,Books,0.259,Email,0,59.16
439,18,M,West,101,5,261.2,52.24,14,17,2.76,2.91,0.811,2,Home,0.404,Direct,0,0.0
440,34,F,East,114,2,72.5,36.25,5,26,7.29,1.0,0.773,1,Clothing,0.832,Paid_Search,0,76.23
441,39,F,West,30,5,256.41,51.28,51,18,12.16,10.41,0.684,2,Clothing,0.51,Paid_Search,1,99.08
442,34,F,West,5,6,196.66,32.78,7,20,9.52,1.0,0.54,3,Books,0.211,Paid_Search,0,120.71
443,18,M,Central,528,9,688.15,76.46,79,30,3.69,1.0,0.762,1,Clothing,0.17,Organic,0,183.28
444,33,F,East,49,11,1071.49,97.41,0,23,17.11,1.19,0.91,0,Home,0.67,Email,0,378.64
445,19,F,South,49,9,391.28,43.48,76,22,11.1,5.43,0.687,0,Books,0.168,Social,0,68.75
446,43,M,East,15,5,407.22,81.44,26,22,11.61,5.75,0.922,1,Electronics,0.327,Organic,0,0.0
447,39,M,North,474,10,961.32,96.13,44,26,13.64,1.0,0.904,0,Home,0.782,Email,0,170.11
448,23,F,West,156,5,374.66,74.93,15,17,1.94,1.64,0.331,2,Sports,0.672,Social,0,332.02
449,28,M,North,197,14,486.26,34.73,143,32,4.85,4.12,0.718,2,Sports,0.141,Organic,0,85.15
450,22,M,South,436,5,423.28,84.66,7,23,11.79,8.53,0.523,1,Books,0.158,Organic,0,108.44
451,34,M,West,76,8,589.07,73.63,9,17,5.26,1.0,0.639,5,Home,0.633,Email,0,83.56
452,46,F,East,174,6,426.52,71.09,1,21,7.4,1.0,0.385,1,Home,0.742,Paid_Search,0,235.24
453,23,F,South,7,13,797.28,61.33,84,30,8.19,2.14,0.496,3,Home,0.27,Direct,0,67.35
454,41,F,East,37,8,617.36,77.17,18,19,3.39,1.0,0.679,4,Sports,0.704,Paid_Search,0,661.88
455,28,M,West,320,6,526.47,87.75,33,16,7.06,7.19,0.577,2,Books,0.269,Organic,0,560.68
456,25,F,South,262,7,943.36,134.77,34,25,12.16,3.09,0.532,2,Sports,0.852,Social,0,481.59
457,33,F,West,77,5,389.04,77.81,62,24,11.42,6.76,0.267,0,Clothing,0.293,Organic,1,21.2
458,22,F,North,85,11,1240.56,112.78,32,24,12.95,4.15,0.783,0,Electronics,0.5,Email,0,460.27
459,28,F,West,137,11,923.38,83.94,24,28,12.54,5.29,0.303,3,Sports,0.421,Social,0,170.75
460,20,M,West,1,9,652.61,72.51,37,24,10.12,1.85,0.53,1,Books,0.931,Direct,0,315.52
461,58,F,North,49,5,393.57,78.71,41,13,9.81,1.0,0.81,2,Sports,0.57,Social,0,97.69
462,35,M,South,42,11,489.02,44.46,6,26,9.51,2.79,0.886,1,Clothing,0.699,Organic,0,150.39
463,26,F,North,51,6,495.88,82.65,3,18,5.99,6.19,0.847,1,Clothing,0.413,Paid_Search,0,195.83
464,37,M,West,295,10,251.98,25.2,2,27,4.38,10.21,0.616,1,Clothing,0.536,Paid_Search,1,22.75
465,33,M,East,59,4,213.73,53.43,14,21,5.74,2.64,0.595,3,Clothing,0.528,Direct,0,0.0
466,32,M,East,38,7,544.22,77.75,20,27,7.2,5.45,0.738,3,Electronics,0.389,Paid_Search,0,86.61
467,42,F,North,126,11,1153.35,104.85,28,20,5.88,1.82,0.81,3,Home,0.571,Social,1,550.07
468,44,M,South,361,10,1107.66,110.77,95,25,10.16,2.31,0.546,1,Clothing,0.418,Organic,0,398.69
469,28,F,North,49,7,483.6,69.09,12,21,9.31,3.04,0.783,0,Electronics,0.669,Organic,0,325.95
470,28,M,South,14,10,788.93,78.89,42,27,9.74,9.0,0.752,3,Sports,0.708,Paid_Search,0,71.95
471,31,M,East,79,8,796.87,99.61,22,26,9.91,5.31,0.321,1,Clothing,0.616,Social,1,136.29
472,18,F,West,247,3,125.29,41.76,7,20,13.28,4.78,0.539,2,Sports,0.555,Paid_Search,0,206.21
473,18,M,West,144,7,595.83,85.12,28,23,8.47,8.68,0.445,0,Sports,0.333,Paid_Search,0,181.45
474,51,M,South,305,6,325.82,54.3,102,20,12.53,1.63,0.788,1,Books,0.778,Organic,0,34.08
475,54,F,Central,577,8,565.63,70.7,3,26,10.57,2.61,0.719,2,Electronics,0.409,Social,0,210.72
476,32,M,West,283,9,571.72,63.52,21,21,13.02,4.81,0.526,3,Electronics,0.395,Organic,0,135.12
477,41,M,Central,166,10,858.84,85.88,1,26,14.96,2.04,0.979,2,Clothing,0.37,Paid_Search,0,81.67
478,38,M,East,122,12,1065.09,88.76,11,29,10.81,2.52,0.307,1,Clothing,0.87,Organic,0,138.53
479,71,F,South,7,10,972.77,97.28,29,28,8.92,3.88,0.502,2,Clothing,0.799,Social,0,108.2
480,48,F,North,747,7,585.93,83.7,55,22,8.89,3.13,0.778,1,Electronics,0.148,Organic,0,0.0
481,33,F,West,87,7,555.04,79.29,39,24,6.62,1.25,0.707,4,Sports,0.804,Direct,0,237.16
482,23,F,North,29,13,1577.56,121.35,18,24,6.48,1.8,0.846,2,Sports,0.18,Paid_Search,0,0.0
483,18,M,South,197,8,295.13,36.89,71,23,12.11,1.24,0.487,1,Clothing,0.133,Social,0,83.28
484,37,M,East,60,13,1526.07,117.39,10,30,4.65,5.44,0.777,1,Sports,0.107,Email,0,668.95
485,25,F,East,158,5,338.77,67.75,42,16,14.96,1.74,0.172,5,Clothing,0.584,Organic,0,320.39
486,18,M,East,159,7,624.91,89.27,19,20,7.89,4.82,0.362,2,Home,0.896,Paid_Search,0,207.57
487,27,M,North,106,9,601.73,66.86,68,25,19.95,3.63,0.846,2,Sports,0.633,Email,0,123.5
